"","id","date","screen_name","text","pre_processed_text","rt","like"
"19407",19407,2020-04-27,"kompascom","Selalu jaga kebersihan, terapkan physical distancing, dan sebisa mungkin berada di rumah untuk memutus mata rantai penyebaran Covid-19. https://t.co/lx46Yapsmb","jaga kebersihan terapkan physical distancing sebisa rumah memutus mata rantai penyebaran covid",0,1
"62603",62603,2020-04-26,"leechanlatte","ya allah maapin aku masih sebel aja sama corona anjir penghambat semuanya <U+0001F62D>","ya allah maapin sebel aja corona anjir penghambat",0,1
"80118",80118,2020-04-26,"BeritaBaru_news","Saat Pandami Corona, Jumlah Janda Bertambah Kebanyakan Cerai Akibat Keuangan
https://t.co/u77p2bHDC5
#NasiAnjing
#Corona","pandami corona janda bertambah kebanyakan cerai akibat keuangan",1,1
"78952",78952,2020-04-26,"justcheesegg","@zidanabyan_ sekelas hyung, gada yg ngerjain tugas vid sampe corona melanda AHAHAHAHAHA kyk nya dri Januari deh","sekelas hyung gada yg ngerjain tugas vid sampe corona melanda ahahahahaha kyk nya dri januari deh",0,0
"104502",104502,2020-04-26,"majalahkagama","Turut berempati dengan kondisi pandemi Covid-19, KAGAMA Lampung menyalurkan bantuan kepada tenaga medis dan masyarakt terdampak.

Bantuan diserahkan secara bertahap pada tanggal 21-23 April 2020.

Dilansir… https://t.co/K4cBKQMPEV","berempati kondisi pandemi covid kagama lampung menyalurkan bantuan tenaga medis masyarakt terdampak bantuan diserahkan bertahap tanggal april dilansir…",0,0
"105626",105626,2020-04-26,"ApriliyanJaya","Himbauan untuk tidak mudik kepada masyarakat guna cegah penyebaran covid-19
.
.
#BersatuLawanCovid19 https://t.co/1BWbJyP8FN","himbauan mudik masyarakat cegah penyebaran covid",0,0
"4956",4956,2020-04-27,"kalap_corona","@geloraco Berkurang kewenangan..?","berkurang kewenangan",0,0
"99726",99726,2020-04-26,"KittySelprianti","Kayaknya engga teh. Ke smi nya pas udahan corona <U+0001F602> kemarin juga ga jadi ke makam. Teh nic sehat? https://t.co/ThO7i5QdZG","kayaknya engga teh smi nya pas udahan corona kemarin ga makam teh nic sehat",0,0
"91643",91643,2020-04-26,"okezonenews","7 Kabupaten Kota di Sumbar Masih Aman dari Wabah Corona #TauCepatTanpaBatas #BeritaTerkini #BeritaDaerah . https://t.co/asjNgdJvY6","kabupaten kota sumbar aman wabah corona",0,0
"106911",106911,2020-04-26,"VaniaCiprut","Relawan indonesia bersatu lawan Covid-19

Gelar Rapid test secara massal bagi masyarakat kurang mampu, gotong royong Bagikan sembako dan masih banyak aksi nyata mereka utk bantu pemerintah lawan Covid-19

#RelawanBergerakLawanCovid
#RelawanBergerakLawanCovid https://t.co/gmjAUYN0ZX","relawan indonesia bersatu lawan covid gelar rapid test massal masyarakat gotong royong bagikan sembako aksi nyata utk bantu pemerintah lawan covid",8,9
"47915",47915,2020-04-27,"pagi_penikmat","Pengemudi Grab Whells Berjuang Mencari Nafkah di Tengah Pandemi Corona 

Yang lagi rame di Jakarta nih.

@7nagaO3MT3 @harihariono1
https://t.co/qG1OoYivx0 lewat @transonlinecom","pengemudi grab whells berjuang mencari nafkah pandemi corona rame jakarta nih",1,1
"53541",53541,2020-04-27,"Sutardiajotgma1","Dana Covid19 405 T bro! perasaan santizer, masker,desinfektan semua swadaya masyarakat. APD  tenaga medis aja kurang.
Itu duit dikemanain?
*gambar hanya sebagai pemanis* https://t.co/qnBP3sVxTY","dana covid t bro perasaan santizer masker desinfektan swadaya masyarakat apd tenaga medis aja duit dikemanain gambar pemanis",0,2
"39614",39614,2020-04-27,"RatnoWistu","Pembangunan RS Rujukan Penanganan Covid-19 di Yogyakarta Beres Akhir Mei 2020","pembangunan rs rujukan penanganan covid yogyakarta beres mei",0,0
"60818",60818,2020-04-27,"Wds96278032","REKRUTMEN ANGGOTA POLRI TA 2020 
GRATIS
NO KKN
NO CALO
NO SUAP
BUDAYAKAN POLA HIDUP BERSIH
BERSATU CEGAH COVID19 <U+0001F4AA><U+0001F4AA><U+0001F1EE><U+0001F1E9><U+0001F1EE><U+0001F1E9>
#rekrutmenpolri2020
#bersatucegahcovid19 https://t.co/HMATX3p7ju","rekrutmen anggota polri ta gratis no kkn no calo no suap budayakan pola hidup bersih bersatu cegah covid",0,0
"58152",58152,2020-04-27,"ellabawelle","Trimakasih Sangihe telah pulih dari Covid 19, semoga tidak ada lagi selanjutnya..","trimakasih sangihe pulih covid semoga",0,0
"83801",83801,2020-04-26,"Bensuk10","Mboh wes bingung 
Berdoa ae kerjaane cek gk kenek larangan 
Seng gwe virus dan nyebarno virus 
Tak doano melbu neraka Jahannam
Doa orang terzolimi biasae terkabul kan","mboh wes bingung berdoa ae kerjaane cek gk kenek larangan seng gwe virus nyebarno virus doano melbu neraka jahannam doa orang terzolimi biasae terkabul",0,0
"48201",48201,2020-04-27,"_HemantMishra","Tablighi Jamaat using Corona Astra 
#TablighiJamaat https://t.co/5xEhYMZ1YW","tablighi jamaat using corona astra",0,0
"25583",25583,2020-04-27,"AriestaRiico","Wabah covid 19 yang melanda tanah air telah menyebabkan banyak warga yang membutuhkan pertolongan.

“Saat ini banyak masyarakat yg tadinya hidupnya tidak susah lalu menjadi susah krn wabah covid 19 &amp; membutuhkan bantuan juga,” @juliaribatubara 
@KemensosRI
https://t.co/6XYnZy99Ip","wabah covid melanda tanah air menyebabkan warga membutuhkan pertolongan “ masyarakat yg hidupnya susah susah krn wabah covid amp membutuhkan bantuan ”",12,32
"50703",50703,2020-04-27,"p3h_bli","#SobatHijau, Presiden Republik Indonesia Ir. Joko Widodo menegaskan larangan mudik bagi seluruh masyarakat mulai tanggal 24 April 2020. 

Hal ini dilakukan demi kepentingan bersama untuk memutus rantai penyebaran Covid-19, sehingga wabah tersebut segera berakhir. https://t.co/BDaW8Mxs9i","presiden republik indonesia ir joko widodo larangan mudik masyarakat tanggal april kepentingan memutus rantai penyebaran covid wabah",0,2
"88774",88774,2020-04-26,"__dcky","@rihadita @Ithobss @sirendymah @txtdaribogor @menetapyaa @Rizkihaeptami1 @syukronniaam Di tempat kemcer kaga ada corona","kemcer kaga corona",0,0
"104785",104785,2020-04-26,"nctomar","@marmoots Langsung diceramahin takut corona wkwkk sebel suka gak sampe ke otaknya","langsung diceramahin takut corona wkwkk sebel suka gak sampe otaknya",0,0
"25797",25797,2020-04-27,"dekmelaa","paling kuat bilang cepatlah hilang corona, tapi tingkah lakunya? Bertolak belakang!","kuat bilang cepatlah hilang corona tingkah lakunya bertolak",0,0
"65805",65805,2020-04-26,"liapalupi","Populasi manusia kayak gini kenapa ga kena corona aja sih, sampah semua!! https://t.co/WCGbpOnkNW","populasi manusia kayak gini ga kena corona aja sih sampah",0,4
"48457",48457,2020-04-27,"Qhawe72960560","@MtakaJesu Mntana weNkosi izanazo uyobanjwa after the Corona...","mntana wenkosi izanazo uyobanjwa after the corona",0,1
"89603",89603,2020-04-26,"IdhamSL","Ramadhan baru 3 hari. Lebaran masih lama. Yuk cepet biar corona nya udahan..","ramadhan lebaran yuk cepet biar corona nya udahan",0,0
"76787",76787,2020-04-26,"cikyber","Cegah Corona dengan #tidakmudik #janganmudik https://t.co/6Jz3HqlUc1","cegah corona",0,0
"20205",20205,2020-04-27,"alineadotid","Budi Karya: Pak Luhut berjasa di masa penyembuhan Covid-19
https://t.co/z3RwFYgrWK https://t.co/nniMQRDmcy","budi karya luhut berjasa penyembuhan covid",0,1
"28683",28683,2020-04-27,"andyrhmtllah96","@VaniaCiprut @aniesbaswedan Boleh carikan saya hadist yg membenarkan sholat harus physical distancing??? Bukan kah sudah jelas himbaun nabi kita pada saat sholat harus meluruskan dan merapatkan shaff kita, takut corona??? Yah sholat dirumah aja kalo takut jangan sampai menyimpang kan agama ,","carikan hadist yg membenarkan sholat physical distancing kah himbaun nabi sholat meluruskan merapatkan shaff takut corona yah sholat dirumah aja kalo takut menyimpang agama",1,2
"18212",18212,2020-04-27,"jabarprovgoid","UNDP Indonesia Puji Kinerja Gubernur Jabar dalam Penanganan COVID-19 https://t.co/XTprhMQEZQ https://t.co/4lvIqlpPlA","undp indonesia puji kinerja gubernur jabar penanganan covid",0,0
"56378",56378,2020-04-27,"kaban_ben","@kompascom Wajar warga jakarta paling bnyk terkena corona","wajar warga jakarta bnyk terkena corona",0,2
"35259",35259,2020-04-27,"thesar_yanuar","@salriz_76 @yogadwtm Iyo mas bedo wingi ra corona saiki corona","iyo mas bedo wingi ra corona saiki corona",0,0
"106638",106638,2020-04-26,"Humaspolsekpeu1","Jangan membwa oleh oleh corona kekampung halaman
Cukup dirumah saja sayangi dirimu dan keluargamu https://t.co/fz6idHwjHr","membwa corona kekampung halaman dirumah sayangi dirimu keluargamu",0,0
"101778",101778,2020-04-26,"zmughni","@Ronnie_Rusli Kalongnya <U+0001F987> kalong liar dari gua gua (alam) gelap <U+25FC> bukan kalong pohon, memang gemuk namun carier virus corona <U+0001F9A0>","kalongnya",0,0
"33948",33948,2020-04-27,"Syafria24665876","Mungkin ini efek virus china
Aku jadi bingung<U+0001F622> https://t.co/imK1OgGi0E","efek virus china bingung",0,2
"71383",71383,2020-04-26,"OrangnyaSehat","@sofiafdd_ kena corona","kena corona",0,0
"13024",13024,2020-04-27,"RFadloli","Corona ya corona tapi jangan sampai hilang akal sehat manusia","corona ya corona hilang akal sehat manusia",0,2
"74964",74964,2020-04-26,"champagnelso","caralho o keep it taco pego corona jakshakshsk","caralho o keep it taco pego corona jakshakshsk",0,0
"80827",80827,2020-04-26,"dimas_skeptis","@AhlulQohwah Padahal di negara2 Arab saat wabah covid ini, tidak ada yg melaksanakan sholat Tarawih berjamaah di Masjid

Masjidil Haram pun ditutup utk umum

Ini situasi hari pertama Ramadhan di masjidil Haram
 
https://t.co/CQB4S1HkmV","negara arab wabah covid yg melaksanakan sholat tarawih berjamaah masjid masjidil haram ditutup utk situasi ramadhan masjidil haram",2,3
"35015",35015,2020-04-27,"spiritfierce","@majorgauravarya @ImranKhanPTI India to accept donations from abroad for PM-CARES fund to fight COVID-19 - The Economic Times https://t.co/jIxpZNQGBj ko hamari ankh ka tinka tau nazar aa gaya apna shehteer nahin.MTJ apne amaal k khud zimadaar hain.spare him apne RSS maniacs ka khial karen","india to accept donations from abroad for pm cares fund to fight covid the economic times",0,0
"22849",22849,2020-04-27,"Fitokimiaa","@detikcom Pesan moral 
Jangan coba2 pingsan atau ketiduran di tempat sembarangan

Entar lu disangka kenak corona","pesan moral coba pingsan ketiduran sembarangan entar lu disangka kenak corona",0,0
"47435",47435,2020-04-27,"mynadma","Situasi Terkini Stesen Kuarantin COVID-19 Seluruh Negara sehingga 27 April 2020 https://t.co/gE8jsVcFPs","situasi terkini stesen kuarantin covid negara april",4,1
"41628",41628,2020-04-27,"kupastuntasnew","Wakil Gubernur Lampung Chusnunia Chalim (Nunik) bersama Organisasi Perangkat Daerah (OPD) membahas rencana pemberian masker gratis untuk masyarakat yang terdampak Covid-19, di Ruang Kerja Wakil Gubernur

 https://t.co/t6yU3IuDrW","wakil gubernur lampung chusnunia chalim nunik organisasi perangkat daerah opd membahas rencana pemberian masker gratis masyarakat terdampak covid ruang kerja wakil gubernur",0,0
"105859",105859,2020-04-26,"jhonseo1","Meski Nol Positif, NTT Masih Banyak OTG dan ODP Corona https://t.co/Aqo67OAe4r lewat @NTT Terkini","nol positif ntt otg odp corona",0,0
"73307",73307,2020-04-26,"NicoOceans","Coba tunjukkin negara mana yg berhasil mengatasi virus ini dengan cara lockdown? @jokowi https://t.co/28CAu9NIdU","coba tunjukkin negara yg berhasil mengatasi virus lockdown",0,0
"6378",6378,2020-04-27,"rerenyuniii2412","<U+0001F380> HINDARI CORONA PROMO VCS BERTARIF MURAH <U+0001F4B8>
<U+0001F459>fullbody &amp; fullface 
<U+0001F4E8>DM
<U+0001F4F2> Wa 083167695863
#vcsbugil #vcstrusted #vcsline #vcssangek #vcsyuk #vcsberbayar #vcswhatsapp #vcsjilbab #vcscrot #vcsindonesia #vcs #RealAngel #sangeberat #vcsreal #vcscolmek #vcsindonesia #vcshot #sangek https://t.co/M9pdcBmkeR","wa",0,0
"71565",71565,2020-04-26,"g_greselda","@TiaraIdol10 Corona gk bisa di liat To pakek mata telanjang <U+0001F643>","corona gk liat to pakek mata telanjang",0,1
"86418",86418,2020-04-26,"arief_mustafa","Adalah tdk adil ketika demo anti omnibus law dilarang tapi dpr terus rapat bahas omnibus law.
Hrsnya dpr jg dilarang bahas omnibus law ditengah wabah corona ini. #JKWMelanggarKonstitusi","tdk adil demo anti omnibus law dilarang dpr rapat bahas omnibus law hrsnya dpr jg dilarang bahas omnibus law ditengah wabah corona",0,1
"93017",93017,2020-04-26,"Spy_Girl_007","@KhanAmanatullah Haan kendra sarkar zimmedar h, kyuki agar wo tablichi jamaat ko bahut pehle hi ban kar dete to corona poore desh mein na felta, doctors aur p0lice par koi hámla na karta. Nurses ko koi nhi chhédta etc. Par kendra sarkar galti sudharegi aur in logo ko ban karegi. Hope so","haan kendra sarkar zimmedar h kyuki wo tablichi jamaat ko bahut pehle hi ban kar dete to corona poore desh mein na felta doctors aur plice par koi hámla na karta nurses ko koi nhi chhédta etc par kendra sarkar galti sudharegi aur in logo ko ban karegi hope so",0,1
"9180",9180,2020-04-27,"tikatikamwaka","@usembassytz @fatma_karume ili serikali ishirikiane na taasisi za kiraia pamoja na wananchi ni mpaka wanachi wawe huru kutoa taarifa yeyote na wapewe taarifa yayote inayohusu jamii yao. hapa kwetu ni marufuku kutoa taarifa mpaka serikali itoe taarifa hiyo. hata ndugu yako akifa kwa corona hurusiwi kutoa","ili serikali ishirikiane na taasisi za kiraia pamoja na wananchi ni mpaka wanachi wawe huru kutoa taarifa yeyote na wapewe taarifa yayote inayohusu jamii yao hapa kwetu ni marufuku kutoa taarifa mpaka serikali itoe taarifa hiyo hata ndugu yako akifa kwa corona hurusiwi kutoa",0,1
"26234",26234,2020-04-27,"NotCaffeine","@wkwkwkimak Gw lbih memilih diem drpd berusaha bkin ngerti.. ujung2nya ribut ntr. Males... Kasi aja link2 berita soal bgtuan yg kluar2 gara2 corona.. wkwkwk","gw lbih memilih diem drpd berusaha bkin ngerti ujungnya ribut ntr males kasi aja link berita bgtuan yg kluar gara corona wkwkwk",0,0
"88362",88362,2020-04-26,"hajidullloh","Ambil hikmahnya aja dengan adanya covid 19 kita bisa buka puasa bareng bareng sama keluarga :)

@Coffelattegurl @mbuhrangerti_ @mbuhraweruh_ @yowesbenlahh @klnwn_ @Kulinobareng_ @KulinoDewee @aswkabeh1 @aswbct @Mtrswn_ @YowessBUBAR @yowesss_maapp @tweetGoblokmu","ambil hikmahnya aja covid buka puasa bareng bareng keluarga",5,35
"39598",39598,2020-04-27,"detikHealth","Kriteria Pasien Virus Corona yang Bisa Donorkan Plasma Darah https://t.co/7Zj0JxiS5p","kriteria pasien virus corona donorkan plasma darah",2,1
"60622",60622,2020-04-27,"KPFMBalikpapan","Seorang kakek berusia 66 tahun di Kota Balikpapan, yang diduga terpapar virus Corona atau Covid-19, menghembuska nafas terakhir pada Sabtu, 25 April 2020.
https://t.co/SWN6EbnwO6

#954kpfm #kpfmbalikpapan #radiobalikpapan https://t.co/eZ60sI1aLr","kakek berusia kota balikpapan diduga terpapar virus corona covid menghembuska nafas sabtu april",0,0
"26953",26953,2020-04-27,"monalestari14","Seorang Polisi Warga Pagaralam Sembuh dari Covid-19 https://t.co/NoZtCjW4TV","polisi warga pagaralam sembuh covid",0,0
"1884",1884,2020-04-27,"sera_nian69","@Dagdigduq @MpetPesa @TanYoana Ngomong doang,  kebanyakan bacot...bilang seperti wabah corona noh,  di daerah korupsi nya lebih parah lagi, gila gilaan malah..<U+0001F620><U+0001F60F>","ngomong doang kebanyakan bacot bilang wabah corona noh daerah korupsi nya parah gila gilaan",0,0
"106029",106029,2020-04-26,"seleratua","@magumilar Ayo nanti kita ketemu kalo corona udah kelar","ayo ketemu kalo corona udah kelar",0,0
"95714",95714,2020-04-26,"mantrijeeon","Untuk cegah penularan Covid 19 Forkopimka bersama personil Polsek Mantrijeron lakukan penegakan protokol Covid 19 di pasar Pasty Jogjakarta menghimbau para pedagang dan pengunjung agar gunakan masker dan cuci tangan .
(Minggu 26/4/2020) https://t.co/MyO5jgeGGE","cegah penularan covid forkopimka personil polsek mantrijeron lakukan penegakan protokol covid pasar pasty jogjakarta menghimbau pedagang pengunjung masker cuci tangan minggu",0,0
"103121",103121,2020-04-26,"pretzellaaa","What's on your top list after this corona-hell is over?

1. NGAMPUS TATAP MUKA PLS GW GAPAHAM APA2 VIA KULON
2. OTW BORONG MAHE (dan permicinan lainnya)
3. Pokoknya hrs keliling2 watsons, guardian, h&amp;m, dll.
4. Mau pulang kerumah <U+0001F62D>, kangen mama <U+0001F62D><U+0001F494>
5. Mau ketemu ""temen-temen"" https://t.co/FxNLU7TUaS","what s on your top list after this corona hell is over ngampus tatap muka pls gw gapaham via kulon otw borong mahe permicinan pokoknya hrs keliling watsons guardian h amp m dll pulang kerumah ketemu temen temen",0,1
"47928",47928,2020-04-27,"BukuKas_ID","Berikut ini tips berpuasa di tengah pandemi corona agar kondisi kesehatan kamu selama menjalankan ibadah puasa tetap terjaga. Bagaimana puasa Sahabat BukuKas di hari keempat?
#BukuKasDigital #BisnisMenjadiMudah #Ramadan2020 #PencatatanUMKM 
#tipsramadhansehat https://t.co/aPQKmfkKSM","tips berpuasa pandemi corona kondisi kesehatan menjalankan ibadah puasa terjaga puasa sahabat bukukas keempat",0,1
"50222",50222,2020-04-27,"anklebiterzzz","Dulu mau ST buat nganter SP gabisa soalnya mobdinnya abis buat SPT an. Yauda ngalah dong, akhir maret aja. Eh ada corona, gabisa ST kan ya. Terus skrg bingung karena jumlah SP paling dikit di kanwil????","st nganter sp gabisa mobdinnya abis spt an yauda ngalah maret aja eh corona gabisa st ya skrg bingung sp dikit kanwil",0,0
"79942",79942,2020-04-26,"tbdarmawan","@dpasaribu00 Bang Don, wabah corona selesai tahun ini?","bang don wabah corona selesai",0,0
"51619",51619,2020-04-27,"HumasKupang","Ayo bersama kita cegah penularan covid-19 dengan selalu menggunakan Hand-sanitizer
•
•
#polricegahcorona 
#polreskupang
#humaspolreskupang
#handsanitizer https://t.co/Ctzoax5zqG","ayo cegah penularan covid hand sanitizer • •",0,1
"85927",85927,2020-04-26,"rexcigarettes","dirumah sendiri selama corona gaenak bgt","dirumah corona gaenak bgt",0,3
"73431",73431,2020-04-26,"johanespetrus3","@Dennysiregar7 Bangga hasil survey ? Kok jakarta jadi epicentrumnya corona yaaa ? Aneh.. bahkan paling terbanyak diatara provinsi lain.. emang gak malu apa itu muka kalo congor ngomong ??","bangga hasil survey jakarta epicentrumnya corona yaaa aneh diatara provinsi emang gak malu muka kalo congor ngomong",0,0
"98812",98812,2020-04-26,"RahmatAbdurrah8","ranum kami tumbang klop corona ? janganlah mau...kita tinggal ingin menerus mengerjakan kebaikan didunia ini. mereka mampu kami saja larat dong #RelawanBergerakLawanCovid https://t.co/KcYYYOwWtG","ranum tumbang klop corona tinggal menerus kebaikan didunia larat",5,0
"106819",106819,2020-04-26,"Silvia12446297","Siaga Relawan Indonesia Bersatu Lawan Covid-19 #RelawanBergerakLawanCovid https://t.co/Q5I3Ufsc36","siaga relawan indonesia bersatu lawan covid",6,1
"81885",81885,2020-04-26,"IDJ_Network","Seberapa kuat rumah sakit di Indonesia menghadapi puncak COVID-19?

Kolaborasi dengan @NarasiNewsroom
yang sempat mandeg karena datanya ""beda-beda"" akhirnya jadi juga. 

https://t.co/OglMvhdCua","kuat rumah sakit indonesia menghadapi puncak covid kolaborasi mandeg datanya beda beda",20,30
"87612",87612,2020-04-26,"PrasetyoEdi_","Saya meminta kepada Pemerintah Provinsi DKI Jakarta untuk berkoordinasi dengan Pemerintah Pusat soal keterbatasan lokasi dan ruang penanganan pasien Covid-19. https://t.co/cgTo9vhi74","pemerintah provinsi dki jakarta berkoordinasi pemerintah pusat keterbatasan lokasi ruang penanganan pasien covid",20,36
"58551",58551,2020-04-26,"RockWek","https://t.co/nvNe4pn02O Apa itu virus terbesar?  Virus Corona Coronavirus Gejala dan penyambuhan nya bagai mana ?","",0,0
"50330",50330,2020-04-27,"saaaull_","Coba kalo di Indonesia? Masih pada bandel bandel<U+0001F62D> 

Kayak tadi bibi habis cerita kalo kemarin diajakin main ke rumah sodaranya sama sepupunya bibi. Bibi nolak, alasannya ya takut ada corona. Eh yang ngajakin malah lebih galak ""Gaya banget lu elah, gapapa kali"" miris<U+0001F62D><U+0001F62D> https://t.co/AYs4LmSDbD","coba kalo indonesia bandel bandel",0,0
"12840",12840,2020-04-27,"Berita_Lainnya","Sediakan Layanan Rapid Test Corona, Bhinneka Rambah Bisnis Kesehatan https://t.co/FrlVUD7hqr https://t.co/ewOpIZkLRp","sediakan layanan rapid test corona bhinneka rambah bisnis kesehatan",0,0
"25382",25382,2020-04-27,"hairunnisaaaa","Harusnya memang begitu, bukan hanya saat corona https://t.co/N98ea7uMHA","corona",0,0
"85512",85512,2020-04-26,"YesiKaryaLianti","Keutamaan Shalat Tarawih pada Malam ke-3 Ramadhan.

Dalam kondisi seperti ini, Shalat Tarawih di rumah sesuai dengan anjuran pemerintah merupakan bentuk upaya dalam menghentikan penyebaran Covid-19. 
#karawang… https://t.co/w6JdP322La","keutamaan shalat tarawih malam ramadhan kondisi shalat tarawih rumah sesuai anjuran pemerintah bentuk upaya menghentikan penyebaran covid …",1,0
"68188",68188,2020-04-26,"corona_town","@piersmorgan Trumpadamus","trumpadamus",0,0
"61960",61960,2020-04-27,"bunnywinie","@corona_fairuz @Asknonym gakenal","gakenal",0,0
"45112",45112,2020-04-27,"cantik38097093","@SidoarjoTerkini Semoga corona cpt hilang dan semua warga sda nurut dgn perbup PSBB. Krn msh banyak org yg wira wiri tanpa masker bahkan ada yg batuk tp g mau pake masker. Parno jdnya <U+0001F622><U+0001F622><U+0001F622>","semoga corona cpt hilang warga sda nurut dgn perbup psbb krn msh org yg wira wiri masker yg batuk tp g pake masker parno jdnya",0,0
"90860",90860,2020-04-26,"KharashH","Haddii ay jiraan asxaabtaada, ehelkaaga ama cid aad taqaan oo maqalka naafo ka ah fadlan la wadaag muuqaalkan. Si ay u gaadho wacyigalin caaafimaad oo ku saabsan sadhka covid 19. @JamaMusse @AARaage @DrDahir @MariamHRabi1 @Gobannimo @MariamRobly https://t.co/g7XBnR7rO8","haddii ay jiraan asxaabtaada ehelkaaga ama cid aad taqaan oo maqalka naafo ka ah fadlan la wadaag muuqaalkan si ay u gaadho wacyigalin caaafimaad oo ku saabsan sadhka covid",0,3
"46422",46422,2020-04-27,"KuCiN91Mut_Oy3n","Gak mudik, cuma pulang kampung... Serba pelik situasi saat ini... Tidak pulang, tidak ada pemasukan...
Pulang ke rumah juga berpotensi membawa virus.
Kasihan para tenaga medis...
Yang jelas...
INDONESIA SEDANG TIDAK BAIK² SAJA.
.

SEMOGA PANDEMI INI SEGERA BERLALU.... . https://t.co/4Qh6yDSP7r","gak mudik pulang kampung serba pelik situasi pulang pemasukan pulang rumah berpotensi membawa virus kasihan tenaga medis indonesia semoga pandemi",0,1
"39655",39655,2020-04-27,"IndonesiaInWhk","Presiden Angola memperpanjang masa darurat nasional 26 April -10 Mei 2020. WNI di Angola agar ttp menjaga kesehatan &amp; senantiasa mematuhi peraturan pemerintah setempat. Jika bth bantuan, hub: 
Hotline KBRI +264 818 655 563 
PF Protkons +264 811 251 285
#NegaraMelindungi #Covid19","presiden angola memperpanjang darurat nasional april mei wni angola ttp menjaga kesehatan amp senantiasa mematuhi peraturan pemerintah bth bantuan hub hotline kbri pf protkons",0,0
"47954",47954,2020-04-27,"jabarnewss","Pasca Sembuh dari Covid-19, Menhub Budi Karya Ikut Rapat Kabinet
Link<U+2B07>
https://t.co/BbzODiU3Da

#jabarnews #beritalokal #beritahiperlokal #jabarkini #harianjabar #jabartoday #beritajabar #jabarterkini #jabar #pascasembuh #covid19 #menhub #budikaryai #ikutrapatkabinet https://t.co/pJj2EttCPm","pasca sembuh covid menhub budi karya rapat kabinet link",0,0
"46519",46519,2020-04-27,"saeni_sukri","gabungan personil TNI-POLRI Senin 27 April 2020 dalam hal ini Polsek palu timur polres palu Bripka Abd Rahman dan Bripka Budiyanto melaksanakan pengamanan dan penjagaan Obyek Vital Rs Umum Undata Palu.
Kegiatan ini di lakukan guna memutus mata rantai serta mencegah virus Corona. https://t.co/fBd7Elvv68","gabungan personil tni polri senin april polsek palu timur polres palu bripka abd rahman bripka budiyanto melaksanakan pengamanan penjagaan obyek vital rs undata palu kegiatan lakukan memutus mata rantai mencegah virus corona",0,0
"99131",99131,2020-04-26,"ShyfaAulia_","lawan Covid-19 dengan 4 langkah berikut #RelawanBergerakLawanCovid https://t.co/zBxUDcAez1","lawan covid langkah",0,0
"35848",35848,2020-04-27,"hyaannee","@aalliiaaa_ Nanti ya kalo ga ada corona wkwk","ya kalo ga corona wkwk",0,0
"30629",30629,2020-04-27,"AnnaKur34179103","Kata Rico Marbun  <U+0001F449><U+0001F3FD> Anies terbaik dalam menangani Corona.
<U+0001F914><U+0001F609>.....<U+0001F600>.....<U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602><U+0001F602> https://t.co/8FuAJGESpN","rico marbun",0,1
"38203",38203,2020-04-27,"merdekadotcom","Bertambah pasien sembuh, Rumah Sakit Pusat Infeksi (RSPI) Sulianti Saroso pulangkan 3 pasiennya. Jumlah keseluruhan pasien sembuh total 111 orang
https://t.co/ljSWudCYIS","bertambah pasien sembuh rumah sakit pusat infeksi rspi sulianti saroso pulangkan pasiennya pasien sembuh total orang",2,2
"107513",107513,2020-04-26,"herybudiman72","Gubernur harus menjadi pelindung garda depan,utk penanganan dan pencegahan Covid,DKI mjdi zona. Merah,tp @aniesbaswedan masih bermaik kata2,taubatlah warga DKI dg gub ky gini https://t.co/7n1tOZ8LeB","gubernur pelindung garda utk penanganan pencegahan covid dki mjdi zona merah tp bermaik taubatlah warga dki dg gub ky gini",0,0
"14907",14907,2020-04-27,"husna_rifa22","Krisis ekonomi dampak COVID-19?
atau
Dibebaskannya nara pidana?
atau dua2 nya?

Yang jelas warga sekarang resah dengan keberadaan pencuri dan perampok yang marak merajalela
Di daerah saya sudah lebih dr 5 kasus pencurian dlm waktu 1 minggu","krisis ekonomi dampak covid dibebaskannya nara pidana nya warga resah keberadaan pencuri perampok marak merajalela daerah dr pencurian dlm minggu",0,0
"59670",59670,2020-04-27,"GajahMada_1290","@FaGtng Mereka teriak2 agar pemerintah cepat tangani pandemi ini dan ingin segera badai COVID-19 berakhir, tapi mereka tdk patuh utk melakukan himbauan pemerintah, waraskah anda....???","teriak pemerintah cepat tangani pandemi badai covid tdk patuh utk himbauan pemerintah waraskah",1,3
"43536",43536,2020-04-27,"WEBSITE_UAI","UAI Keluarkan Surat Himbauan Cegah Wabah COVID-19 https://t.co/zVBZjL87o0","uai keluarkan surat himbauan cegah wabah covid",1,1
"41230",41230,2020-04-27,"saravananx123","@mkstalin Sir thanikasalam ayya than Marunthu erukarunu sollrare avara en Government Kuptu pesa matranga ?? Avarum 3 masama sollrare oru thadava kuptu neenga anumathicha nama Tamilnadu Corona ellatha manilamaga chances erukme ....","sir thanikasalam ayya than marunthu erukarunu sollrare avara en government kuptu pesa matranga avarum masama sollrare oru thadava kuptu neenga anumathicha nama tamilnadu corona ellatha manilamaga chances erukme",0,0
"32169",32169,2020-04-27,"AdityaManek","@Retnosaryy @Jogja24Jam @diwsukarno Ning sesok nek rampungan corona, saiki nabung sik nggo sangu","ning sesok nek rampungan corona saiki nabung sik nggo sangu",0,0
